plant_id,norsk_navn,engelsk_navn,latinsk_navn,kategori,familie_type,lufttemp_optimal_min_c,lufttemp_optimal_max_c,lufttemp_akseptabel_min_c,lufttemp_akseptabel_max_c,luftfukt_optimal_min_pct,luftfukt_optimal_max_pct,luftfukt_akseptabel_min_pct,luftfukt_akseptabel_max_pct,jordtemp_optimal_min_c,jordtemp_optimal_max_c,jordtemp_akseptabel_min_c,jordtemp_akseptabel_max_c,jordfukt_optimal_min_pct,jordfukt_optimal_max_pct,jordfukt_akseptabel_min_pct,jordfukt_akseptabel_max_pct,ph_optimal_min,ph_optimal_max,ph_akseptabel_min,ph_akseptabel_max,lys_optimal_min_lux,lys_optimal_max_lux,lys_akseptabel_min_lux,lys_akseptabel_max_lux,spiretemp_optimal_min_c,spiretemp_optimal_max_c,vanning_kort,klima_notat,kildegrunnlag,undervanning_tegn,overvanning_tegn,undervanning_tiltak,overvanning_tiltak,vanningsstrategi
gooseberry,stikkelsbær,gooseberry,Ribes uva-crispa,bær,bær busk,16,22,8,26,60,75,50,85,12,18,8,22,55,75,45,85,5.3,6.5,5.0,6.8,20000,45000,15000,50000,12,22,"Jevnt fuktig jord, ikke la potter tørke helt ut.","Bærvekst som liker kjølig til moderat varme, mye lys og jevn jordfukt.",Basert på jordbær og andre bær i kontrollerte miljø; praktisk intervall.,"Blad og bær blir små og tørre, planten henger i varme perioder.","Gråmugg og råte på bær og rothals, jord konstant våt.","Vann jevnt i små pulser, særlig under blomstring og bærutvikling.","Reduser vanning, forbedre drenering, øk lufting og fjern sykt materiale.","Jevn fukt, la topplaget tørke lett mellom vanning."
grape,drue,grape,Vitis vinifera,frukt,klatrende frukt,21,26,18,32,60,75,50,85,18,22,15,26,60,80,50,90,5.8,6.8,5.5,7.5,25000,60000,15000,70000,20,28,"Jevnt fuktig jord, ikke la tørke helt ut.",Varm og lyselskende drivhusplante som ikke tåler kulde eller langvarig hete.,Basert på drivhustabeller for tomat/agurk/paprika og grønnsaksguider; praktisk intervall for varm fruktgrønnsak.,"Blader og blomster henger, veksten stopper opp, frukter blir små eller faller av.","Gule blader, myke stengler, råte ved rothals, jord lukter surt og er konstant våt.","Vann grundig til hele rotsonen er gjennomvåt, gjenta først når topplaget har tørket lett.","Stopp vanning, luft jorda, forbedre drenering og fjern vann som blir stående.","Jevn fukt, dyp vanning med pauser så jorda får tørke lett mellom hver gang."
fig,fiken,fig,Ficus carica,frukt,middelhavsfrukt,21,26,18,32,60,75,50,85,18,22,15,26,60,80,50,90,5.8,6.8,5.5,7.5,25000,60000,15000,70000,20,28,"Jevnt fuktig jord, ikke la tørke helt ut.",Varm og lyselskende drivhusplante som ikke tåler kulde eller langvarig hete.,Basert på drivhustabeller for tomat/agurk/paprika og grønnsaksguider; praktisk intervall for varm fruktgrønnsak.,"Blader og blomster henger, veksten stopper opp, frukter blir små eller faller av.","Gule blader, myke stengler, råte ved rothals, jord lukter surt og er konstant våt.","Vann grundig til hele rotsonen er gjennomvåt, gjenta først når topplaget har tørket lett.","Stopp vanning, luft jorda, forbedre drenering og fjern vann som blir stående.","Jevn fukt, dyp vanning med pauser så jorda får tørke lett mellom hver gang."
geranium,pelargonium,geranium,Pelargonium zonale,blomst,potteblomst,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
petunia,petunia,petunia,Petunia x hybrida,blomst,ettårig blomst,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
fuchsia,fuchsia,fuchsia,Fuchsia hybrida,blomst,ampel/krukke,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
verbena,verbena,verbena,Verbena x hybrida,blomst,ampel/krukke,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
lobelia,lobelia,lobelia,Lobelia erinus,blomst,ampel/krukke,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
begonia,begonia,begonia,Begonia semperflorens,blomst,skyggetålende blomst,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
impatiens,flittig lise,impatiens,Impatiens walleriana,blomst,skyggetålende blomst,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
cosmos,kosmosblomst,cosmos,Cosmos bipinnatus,blomst,ettårig blomst,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
nasturtium,blomkarse,nasturtium,Tropaeolum majus,blomst,ettårig klatre/markdekker,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
borage,agurkurt,borage,Borago officinalis,blomst,ettårig urt/blomst,18,24,10,28,50,70,40,80,16,20,10,24,45,70,35,80,6.0,7.5,5.5,7.8,20000,45000,15000,55000,16,22,"Moderat vanning, unngå både uttørking og klissvåt jord.","Sommerblomst for drivhus og potter, liker sol, moderat temperatur og god lufting.",Basert på sommerblomst-guider for potter og drivhus; praktisk intervall.,"Blomster og blader henger, jorda lett og tørr, knopper tørker inn.","Gulning, rotråte ved basis, mugglukt og våt jord.","Vann når topplaget er tørt og planten begynner å henge, gjennomvann potta.","La potten tørke lett opp, sjekk drenering og tøm skåler.","Moderat fukt, la øverste jordlag tørke mellom vanning."
rhubarb,rabarbra,rhubarb,Rheum rhabarbarum,grønnsak,stilkvekst,16,22,8,26,65,80,55,90,14,18,8,22,65,80,55,90,6.0,7.0,5.8,7.5,15000,30000,8000,35000,14,20,"Fuktig jord nesten hele tiden, ikke la tørke helt ut.",Stilkvekst som krever jevn høy jordfukt og moderat temperatur.,Basert på selleri og lignende stilkvekster; praktisk intervall.,"Stilker blir trådlige, hule og bitre, bladene slappe.","Stilkbase råtner, sterk lukt og veldig våt jord.","Øk vanningsfrekvensen og sørg for dyp fukt, spesielt i varme perioder.","Reduser vanning, forbedre drenering og klipp bort råtne deler.","Høy og jevn fukt, unngå både uttørking og vannmettet jord."
strawberry_spinach,jordbærspinat,strawberry spinach,Blitum capitatum,grønnsak,bladgrønt med spiselige bær,14,22,6,26,55,75,45,85,10,18,5,22,55,75,45,85,6.0,7.2,5.8,7.8,15000,35000,8000,45000,10,20,"Jevnt lett fuktig jord, men ikke klissvåt.",Ettårig bladgrønt med dekorative røde bær. Trives i sol til halvskygge og kjølig til mildt klima.,"Basert på dyrkingsbeskrivelser for strawberry spinach/strawberry blite (Blitum capitatum, synonym Chenopodium capitatum) og praktiske intervaller for kjølig bladgrønt.","Bladene blir slappe, veksten stopper, og planten setter få eller små bær.","Gulning ved basis, svak vekst, råte i rotsonen og jord som holder seg våt lenge.","Vann jevnt og dypere, særlig i varme perioder og når planten blomstrer eller setter bær.","La jorda tørke lett opp, forbedre drenering og luft rundt planten.","Jevn lett fukt, la topplaget tørke svakt mellom vanning."
